"date","course","time","race_name","class","band","distance","going","pos","draw","btn","name","sp","age","weight","gear","jockey","trainer","or","ts","rpr","prize","comment"
10 Nov 2018,Amiens,5:45,Prix la Sega (Maiden) (3yo Colts & Geldings) (Turf),not found,3yo,1m,Very Soft,1,6,,Uther Pendragon,7/5F,3,9-2,p,J S Moore,Tony Piccone,,,83,7079.65,Chased leader - led 4f out - ridden and kicked for home 2f out - kept on strongly and in command final 100yds
10 Nov 2018,Amiens,5:45,Prix la Sega (Maiden) (3yo Colts & Geldings) (Turf),not found,3yo,1m,Very Soft,2,8,2.5,Corantin,9/1,3,9-2,,J-Y Artu,Eddy Hardouin,,,77,2831.86,
10 Nov 2018,Amiens,5:45,Prix la Sega (Maiden) (3yo Colts & Geldings) (Turf),not found,3yo,1m,Very Soft,3,5,8.5,Lipstick,8/5,3,8-8,,C Laffon-Parias,Alejandro Gutierrez Val,,,63,2123.89,
10 Nov 2018,Amiens,5:45,Prix la Sega (Maiden) (3yo Colts & Geldings) (Turf),not found,3yo,1m,Very Soft,4,2,11,Grisbi,81/10,3,8-7,,Robert Collet,Mlle Lea Bails,,,57,1415.93,
10 Nov 2018,Amiens,5:45,Prix la Sega (Maiden) (3yo Colts & Geldings) (Turf),not found,3yo,1m,Very Soft,5,4,14,Birdie,64/1,3,8-6,,T Castanheira,Teddy Hautbois,,,46,707.96,
10 Nov 2018,Amiens,5:45,Prix la Sega (Maiden) (3yo Colts & Geldings) (Turf),not found,3yo,1m,Very Soft,6,3,14.75,Welcome Love,50/1,3,8-6,,Philippe Hern,Jeremie Monteiro,,,44,,
10 Nov 2018,Amiens,5:45,Prix la Sega (Maiden) (3yo Colts & Geldings) (Turf),not found,3yo,1m,Very Soft,7,7,16.5,Raster,32/5,3,8-13,p,M Boutin,Mlle Coralie Pacaut,,,45,,
10 Nov 2018,Amiens,5:45,Prix la Sega (Maiden) (3yo Colts & Geldings) (Turf),not found,3yo,1m,Very Soft,8,1,46.5,Air Chief Amiral,41/1,3,8-11,,M Krebs,Fabien Lefebvre,,,,,
3 Nov 2018,Amiens,4:15,Prix Paul Couturier (Maiden) (2yo) (Turf),not found,2yo,1m,Soft,1,6,,Adorian,40/1,2,8-6,,S Smrczek,Thomas Trullier,,,67,7079.65,
3 Nov 2018,Amiens,4:15,Prix Paul Couturier (Maiden) (2yo) (Turf),not found,2yo,1m,Soft,2,11,nk,Staccato,11/1,2,8-13,,N Clement,Sebastien Maillot,,,68,2831.86,
3 Nov 2018,Amiens,4:15,Prix Paul Couturier (Maiden) (2yo) (Turf),not found,2yo,1m,Soft,3,2,1,Culture,14/1,2,9-2,,George Baker,Theo Bachelot,,,69,2123.89,Soon led - headed 3f out - remained close up - ridden to chase leader over 1f out - driven and kept on inside final furlong
3 Nov 2018,Amiens,4:15,Prix Paul Couturier (Maiden) (2yo) (Turf),not found,2yo,1m,Soft,4,8,2.75,Mirando,23/10F,2,9-2,,R Rohne,Clement Lecoeuvre,,,66,1415.93,
3 Nov 2018,Amiens,4:15,Prix Paul Couturier (Maiden) (2yo) (Turf),not found,2yo,1m,Soft,5,9,3,Toptional,31/10,2,9-2,,M Delzangles,Tony Piccone,,,65,707.96,
3 Nov 2018,Amiens,4:15,Prix Paul Couturier (Maiden) (2yo) (Turf),not found,2yo,1m,Soft,6,1,4.25,Some Style,22/1,2,8-5,,H-F Devin,Gary Sanchez,,,59,,
3 Nov 2018,Amiens,4:15,Prix Paul Couturier (Maiden) (2yo) (Turf),not found,2yo,1m,Soft,7,10,4.5,Federspieler,15/2,2,9-2,,J Parize,Antoine Hamelin,,,62,,
3 Nov 2018,Amiens,4:15,Prix Paul Couturier (Maiden) (2yo) (Turf),not found,2yo,1m,Soft,8,7,5,Palmina,95/1,2,8-13,,D Zarroli,Jefferson Smith,,,58,,
3 Nov 2018,Amiens,4:15,Prix Paul Couturier (Maiden) (2yo) (Turf),not found,2yo,1m,Soft,9,13,5,Estibere,89/1,2,9-2,,Edouard Thueux,Stephane Breux,,,60,,
3 Nov 2018,Amiens,4:15,Prix Paul Couturier (Maiden) (2yo) (Turf),not found,2yo,1m,Soft,10,12,5.25,Alhammer,10/1,2,8-5,,Waldemar Hickst,Mlle Coralie Pacaut,,,55,,
3 Nov 2018,Amiens,4:15,Prix Paul Couturier (Maiden) (2yo) (Turf),not found,2yo,1m,Soft,11,3,7.25,Ultimatum,76/10,2,9-2,,C Laffon-Parias,Stephane Laurent,,,56,,
3 Nov 2018,Amiens,4:15,Prix Paul Couturier (Maiden) (2yo) (Turf),not found,2yo,1m,Soft,12,4,7.5,Unbelieveable,19/1,2,8-11,,Gianluca Bietolini,Aurelien Lemaitre,,,50,,
3 Nov 2018,Amiens,4:15,Prix Paul Couturier (Maiden) (2yo) (Turf),not found,2yo,1m,Soft,13,5,12.5,My Girl,20/1,2,8-6,,Jason Ward,Mlle Alison Massin,,,41,,Shifted left leaving stalls - in rear early and took keen hold - short-lived effort 3f out - soon beaten and never a factor
22 Nov 2018,Angers,12:25,Prix Kerautem (Conditions) (2yo) (Turf),not found,2yo,1m2f,Very Soft,1,4,,Life's A Breeze,97/10,2,8-9,,R Le Gal,Antoine Hamelin,,,73,15486.73,
22 Nov 2018,Angers,12:25,Prix Kerautem (Conditions) (2yo) (Turf),not found,2yo,1m2f,Very Soft,2,3,3,Kimriver,15/1,2,8-9,,L Viel,Alexandre Roussel,,,68,5884.96,
22 Nov 2018,Angers,12:25,Prix Kerautem (Conditions) (2yo) (Turf),not found,2yo,1m2f,Very Soft,3,11,3.25,Fan Zone,17/1,2,8-9,p,B De Montzey,Theo Bachelot,,,67,4336.28,
22 Nov 2018,Angers,12:25,Prix Kerautem (Conditions) (2yo) (Turf),not found,2yo,1m2f,Very Soft,4,7,3.25,Pray,13/5,2,8-9,,Andreas Suborics,Alexander Pietsch,,,67,2477.88,
22 Nov 2018,Angers,12:25,Prix Kerautem (Conditions) (2yo) (Turf),not found,2yo,1m2f,Very Soft,5,2,4,Light Heart,21/10F,2,8-13,,P Monfort,Christophe Soumillon,,,70,1238.94,
22 Nov 2018,Angers,12:25,Prix Kerautem (Conditions) (2yo) (Turf),not found,2yo,1m2f,Very Soft,6,10,5.5,Purple Light,36/5,2,8-13,,C Boutin,Anthony Crastus,,,67,929.20,
22 Nov 2018,Angers,12:25,Prix Kerautem (Conditions) (2yo) (Turf),not found,2yo,1m2f,Very Soft,7,5,6,Ballet Red,41/5,2,8-6,h,Harry Dunlop,Thomas Trullier,,,59,619.47,Led - urged along over 2f out - ridden and headed over 1f out - kept on same pace final furlong
22 Nov 2018,Angers,12:25,Prix Kerautem (Conditions) (2yo) (Turf),not found,2yo,1m2f,Very Soft,8,1,6.5,Shandros,37/1,2,8-9,b,S Jesus,Quentin Perrette,,,61,,
22 Nov 2018,Angers,12:25,Prix Kerautem (Conditions) (2yo) (Turf),not found,2yo,1m2f,Very Soft,9,9,9,Cleostorm,17/2,2,8-6,p,P Monfort,Christopher Grosbois,,,54,,
22 Nov 2018,Angers,12:25,Prix Kerautem (Conditions) (2yo) (Turf),not found,2yo,1m2f,Very Soft,10,12,24,Nordic Spirit,105/1,2,8-9,p,F Monnier,Soufiane Saadi,,,30,,
22 Nov 2018,Angers,12:25,Prix Kerautem (Conditions) (2yo) (Turf),not found,2yo,1m2f,Very Soft,11,6,39,Abesti Gogorra,178/1,2,8-6,,P Ventena Alves,Jefferson Smith,,,,,
14 Nov 2018,Angers,1:20,Prix De Bouchemaine (Maiden) (2yo) (Turf),not found,2yo,1m,Very Soft,1,12,,Mythic,58/10,2,8-13,,A De Royer-Dupre,Stephane Pasquier,,,90,7964.60,
14 Nov 2018,Angers,1:20,Prix De Bouchemaine (Maiden) (2yo) (Turf),not found,2yo,1m,Very Soft,2,6,8,Wyomia Jasmin,16/1,2,8-13,,Yasmin Almenrader,Aurelien Lemaitre,,,72,3185.84,
14 Nov 2018,Angers,1:20,Prix De Bouchemaine (Maiden) (2yo) (Turf),not found,2yo,1m,Very Soft,3,3,8.75,Tribhuvan,49/1,2,9-2,,H-A Pantall,Soufiane Saadi,,,73,2389.38,
14 Nov 2018,Angers,1:20,Prix De Bouchemaine (Maiden) (2yo) (Turf),not found,2yo,1m,Very Soft,4,14,10.75,Vysotsky,37/10,2,9-2,,L Gadbin,Maxime Guyon,,,69,1592.92,
14 Nov 2018,Angers,1:20,Prix De Bouchemaine (Maiden) (2yo) (Turf),not found,2yo,1m,Very Soft,5,9,12.25,Night Fever,11/10F,2,9-2,,J-C Rouget,Gregory Benoist,,,65,796.46,
14 Nov 2018,Angers,1:20,Prix De Bouchemaine (Maiden) (2yo) (Turf),not found,2yo,1m,Very Soft,6,7,13,Valento,66/1,2,9-2,,H-A Pantall,Julien Guillochon,,,64,,
14 Nov 2018,Angers,1:20,Prix De Bouchemaine (Maiden) (2yo) (Turf),not found,2yo,1m,Very Soft,7,5,13.5,Diamina,14/1,2,8-4,,J Boisnard,Mlle Cecilia Poirier,,,59,,
14 Nov 2018,Angers,1:20,Prix De Bouchemaine (Maiden) (2yo) (Turf),not found,2yo,1m,Very Soft,8,1,16,Meridien,10/1,2,9-2,,F-H Graffard,Pierre-Charles Boudot,,,57,,
14 Nov 2018,Angers,1:20,Prix De Bouchemaine (Maiden) (2yo) (Turf),not found,2yo,1m,Very Soft,9,11,16.25,Flotus,66/1,2,8-13,,M Brasme,Jerome Cabre,,,53,,
14 Nov 2018,Angers,1:20,Prix De Bouchemaine (Maiden) (2yo) (Turf),not found,2yo,1m,Very Soft,10,4,24.25,Black Abbey,14/1,2,9-2,,Harry Dunlop,Ioritz Mendizabal,,,38,,Well into stride - urged along to lead - pushed along over 3f out to hold position - ridden and headed over 2f out - soon beaten and eased inside final furlong
14 Nov 2018,Angers,1:20,Prix De Bouchemaine (Maiden) (2yo) (Turf),not found,2yo,1m,Very Soft,11,10,32.25,Walderbe,46/1,2,8-11,,R Rohne,Mickael Berto,,,14,,
14 Nov 2018,Angers,1:20,Prix De Bouchemaine (Maiden) (2yo) (Turf),not found,2yo,1m,Very Soft,12,8,38.25,Go De La Barriere,125/1,2,8-9,,F Dehez,Richard Juteau,,,,,
14 Nov 2018,Angers,2:20,Prix Plantagenet (Claimer) (4yo+) (Turf),not found,4yo+,1m3.5f,Very Soft,1,9,,Kick And Rush,29/10F,4,9-1,,C Le Veel,Delphine Santiago,,,79,5309.73,
14 Nov 2018,Angers,2:20,Prix Plantagenet (Claimer) (4yo+) (Turf),not found,4yo+,1m3.5f,Very Soft,2,11,1,Dhangadhi,10/1,6,8-0,b,L Gadbin,Damien Boche,,,67,2123.89,
14 Nov 2018,Angers,2:20,Prix Plantagenet (Claimer) (4yo+) (Turf),not found,4yo+,1m3.5f,Very Soft,3,12,2.5,Jevousvoisencore,47/10,4,9-4,,Y Barberot,Alexandre Roussel,,,74,1592.92,
14 Nov 2018,Angers,2:20,Prix Plantagenet (Claimer) (4yo+) (Turf),not found,4yo+,1m3.5f,Very Soft,4,4,6.5,So Pleasing,33/1,4,8-11,,G Collet,Eddy Hardouin,,,61,1061.95,
14 Nov 2018,Angers,2:20,Prix Plantagenet (Claimer) (4yo+) (Turf),not found,4yo+,1m3.5f,Very Soft,5,5,7.25,Irish Kaldoun,25/1,9,9-4,,Y Fertillet,Anthony Bernard,,,66,530.97,
14 Nov 2018,Angers,2:20,Prix Plantagenet (Claimer) (4yo+) (Turf),not found,4yo+,1m3.5f,Very Soft,6,6,7.5,Parfait Avenus,146/1,5,9-1,,Mlle B Dahm,Sebastien Martino,,,63,,
14 Nov 2018,Angers,2:20,Prix Plantagenet (Claimer) (4yo+) (Turf),not found,4yo+,1m3.5f,Very Soft,7,16,8,Wahib,59/10,8,9-4,b,P Monfort,Maxime Guyon,,,65,,
14 Nov 2018,Angers,2:20,Prix Plantagenet (Claimer) (4yo+) (Turf),not found,4yo+,1m3.5f,Very Soft,8,15,13,Crystal Roc,64/1,9,8-9,p,B Audouin,Mlle Alexandra Le Lay,,,57,,
14 Nov 2018,Angers,2:20,Prix Plantagenet (Claimer) (4yo+) (Turf),not found,4yo+,1m3.5f,Very Soft,9,1,16,Diamantstrom,16/1,4,8-6,,Gianluca Bietolini,Mlle Aude Duporte,,,49,,
14 Nov 2018,Angers,2:20,Prix Plantagenet (Claimer) (4yo+) (Turf),not found,4yo+,1m3.5f,Very Soft,10,2,31,Ardcash,56/10,5,9-1,,Alain Couetil,Mlle Maryline Eon,,,26,,
14 Nov 2018,Angers,2:20,Prix Plantagenet (Claimer) (4yo+) (Turf),not found,4yo+,1m3.5f,Very Soft,11,3,33,Kapkorss,15/1,9,9-4,,N Leenders,Yoann Barille,,,23,,
14 Nov 2018,Angers,2:20,Prix Plantagenet (Claimer) (4yo+) (Turf),not found,4yo+,1m3.5f,Very Soft,12,8,63,Rosa Lilly,164/1,4,8-8,p,Mme A-M Poirier,Christopher Grosbois,,,,,
14 Nov 2018,Angers,2:20,Prix Plantagenet (Claimer) (4yo+) (Turf),not found,4yo+,1m3.5f,Very Soft,13,13,66,Star Gypsy,13/1,4,9-4,b,Harry Dunlop,Ioritz Mendizabal,,,,,Urged along leaving stalls - soon front rank - settled in 2nd - pushed along to chase leader 3f out - weakened quickly and eased
14 Nov 2018,Angers,2:20,Prix Plantagenet (Claimer) (4yo+) (Turf),not found,4yo+,1m3.5f,Very Soft,14,10,70,Whisky Galore,13/1,7,9-1,b,C Boutin,Anthony Crastus,,,,,
14 Nov 2018,Angers,2:20,Prix Plantagenet (Claimer) (4yo+) (Turf),not found,4yo+,1m3.5f,Very Soft,15,7,73,Apsisgirl,70/1,7,8-8,,J-C Werle,Antoine Werle,,,,,
14 Nov 2018,Angers,2:20,Prix Plantagenet (Claimer) (4yo+) (Turf),not found,4yo+,1m3.5f,Very Soft,16,14,93,Sagavisca,224/1,7,8-11,,Bruno Chevet,Richard Juteau,,,,,
27 Jun 2018,Argentan,5:25,Prix De Nonant-Le-Pin (Maiden) (3yo Colts & Geldings) (Turf),not found,3yo,1m2.5f,Good To Soft,1,5,,Sinnari,10/1,3,9-3,,A De Royer-Dupre,Nicolas Larenaudie,,,,7079.65,
27 Jun 2018,Argentan,5:25,Prix De Nonant-Le-Pin (Maiden) (3yo Colts & Geldings) (Turf),not found,3yo,1m2.5f,Good To Soft,2,9,1,Lord Torranaga,14/5,3,9-3,,Alain Couetil,Christopher Grosbois,,,,2831.86,
27 Jun 2018,Argentan,5:25,Prix De Nonant-Le-Pin (Maiden) (3yo Colts & Geldings) (Turf),not found,3yo,1m2.5f,Good To Soft,3,3,1.25,Maddaverofai,11/1,3,9-0,,Gianluca Bietolini,Mlle Aude Duporte,,,,2123.89,
27 Jun 2018,Argentan,5:25,Prix De Nonant-Le-Pin (Maiden) (3yo Colts & Geldings) (Turf),not found,3yo,1m2.5f,Good To Soft,4,13,1.5,Matador,12/5F,3,9-3,,Matthieu Palussiere,Jerome Claudic,,,,1415.93,
27 Jun 2018,Argentan,5:25,Prix De Nonant-Le-Pin (Maiden) (3yo Colts & Geldings) (Turf),not found,3yo,1m2.5f,Good To Soft,5,2,5.5,Il Decoiffe,76/10,3,9-3,,E Leenders,Morgan Delalande,,,,707.96,
27 Jun 2018,Argentan,5:25,Prix De Nonant-Le-Pin (Maiden) (3yo Colts & Geldings) (Turf),not found,3yo,1m2.5f,Good To Soft,6,10,8,Saint Nicolas,84/10,3,9-3,,N Caullery,Jeremie Monteiro,,,,,
27 Jun 2018,Argentan,5:25,Prix De Nonant-Le-Pin (Maiden) (3yo Colts & Geldings) (Turf),not found,3yo,1m2.5f,Good To Soft,7,14,9,Playcity,27/1,3,9-3,,Mme L Cordonnier,Quentin Perrette,,,,,
27 Jun 2018,Argentan,5:25,Prix De Nonant-Le-Pin (Maiden) (3yo Colts & Geldings) (Turf),not found,3yo,1m2.5f,Good To Soft,8,7,9.25,Game Night,81/1,3,8-13,,N Leenders,Yoann Barille,,,,,
27 Jun 2018,Argentan,5:25,Prix De Nonant-Le-Pin (Maiden) (3yo Colts & Geldings) (Turf),not found,3yo,1m2.5f,Good To Soft,9,11,10.25,Sri La Frime,54/1,3,9-3,,P Monfort,Benjamin Hubert,,,,,
27 Jun 2018,Argentan,5:25,Prix De Nonant-Le-Pin (Maiden) (3yo Colts & Geldings) (Turf),not found,3yo,1m2.5f,Good To Soft,10,6,11.75,Maxim,67/1,3,9-3,,E Libaud,Ludovic Boisseau,,,,,
27 Jun 2018,Argentan,5:25,Prix De Nonant-Le-Pin (Maiden) (3yo Colts & Geldings) (Turf),not found,3yo,1m2.5f,Good To Soft,11,12,12.5,Kauto Souskatane,22/1,3,9-3,,D Sourdeau De Beauregard,Julien Guillochon,,,,,
27 Jun 2018,Argentan,5:25,Prix De Nonant-Le-Pin (Maiden) (3yo Colts & Geldings) (Turf),not found,3yo,1m2.5f,Good To Soft,12,8,15,Happy Fox,10/1,3,9-3,,P Adda,Stephane Laurent,,,,,
27 Jun 2018,Argentan,5:25,Prix De Nonant-Le-Pin (Maiden) (3yo Colts & Geldings) (Turf),not found,3yo,1m2.5f,Good To Soft,13,4,17,Filou Filou,43/1,3,8-13,,P Chevillard,Williams Saraiva,,,,,
21 Oct 2018,Auch,2:00,Prix de la Galave (Conditions) (3yo) (Apprentices & Young Jockeys) (Turf),not found,3yo,1m2f,Good,1,1,,Edge Of Tomorrow,61/1,3,8-8,,C Gourdain,Jules Mobian,,,,4424.78,
21 Oct 2018,Auch,2:00,Prix de la Galave (Conditions) (3yo) (Apprentices & Young Jockeys) (Turf),not found,3yo,1m2f,Good,2,6,shd,Silly Lady,,3,8-9,,G Ortiz,Tanguy Leplay,,,,1769.91,
21 Oct 2018,Auch,2:00,Prix de la Galave (Conditions) (3yo) (Apprentices & Young Jockeys) (Turf),not found,3yo,1m2f,Good,3,4,2.5,Sandy Heart,,3,8-2,,B De Montzey,Mlle Adeline Merou,,,,1327.43,
21 Oct 2018,Auch,2:00,Prix de la Galave (Conditions) (3yo) (Apprentices & Young Jockeys) (Turf),not found,3yo,1m2f,Good,4,11,4.5,Zabawa,,3,8-5,,M Delaplace,Mlle Elaura Cieslik,,,,884.96,
21 Oct 2018,Auch,2:00,Prix de la Galave (Conditions) (3yo) (Apprentices & Young Jockeys) (Turf),not found,3yo,1m2f,Good,5,9,5.5,Beaumont En Auge,,3,8-8,,J-L Pelletan,Damien Morin,,,,442.48,
21 Oct 2018,Auch,2:00,Prix de la Galave (Conditions) (3yo) (Apprentices & Young Jockeys) (Turf),not found,3yo,1m2f,Good,6,10,7,Bronze Age,,3,8-2,,T Lemer,Mlle Marlene Meyer,,,,,
21 Oct 2018,Auch,2:00,Prix de la Galave (Conditions) (3yo) (Apprentices & Young Jockeys) (Turf),not found,3yo,1m2f,Good,7,7,10,Arcadian Cat,,3,8-5,,P Sogorb,Dylan Alberca-Gavilan,,,,,
21 Oct 2018,Auch,2:00,Prix de la Galave (Conditions) (3yo) (Apprentices & Young Jockeys) (Turf),not found,3yo,1m2f,Good,8,2,10.5,Folk Tradition,,3,8-9,b,Simone Brogi,Jordan Plateaux,,,,,
21 Oct 2018,Auch,2:00,Prix de la Galave (Conditions) (3yo) (Apprentices & Young Jockeys) (Turf),not found,3yo,1m2f,Good,9,8,12,Sarpe,,3,8-8,,Simone Brogi,Samy Le Quilleuc,,,,,
21 Oct 2018,Auch,2:00,Prix de la Galave (Conditions) (3yo) (Apprentices & Young Jockeys) (Turf),not found,3yo,1m2f,Good,10,5,22,Farwess,,3,8-6,p,Mme A Trillaud-Geyl,Kerrie Raybould,,,,,
21 Oct 2018,Auch,2:00,Prix de la Galave (Conditions) (3yo) (Apprentices & Young Jockeys) (Turf),not found,3yo,1m2f,Good,11,3,52,Arvada,,3,8-2,,Maurizio Guarnieri,Mlle Anaelle Mekouche,,,,,
9 Oct 2018,Bordeaux-Le-Bouscat,12:25,Grand Criterium de Bordeaux - Prix du Hong Kong Jockey Club  (2yo) (Turf),Listed,2yo,1m,Soft,1,7,,Hot Team,12/5,2,9-0,b,Hugo Palmer,Mickael Barzalona,,,100,26548.67,Well into stride - settled in 2nd - pushed up to challenge leader 2f out - ridden to lead over 1f out - soon clear - kept on strongly inside final furlong
9 Oct 2018,Bordeaux-Le-Bouscat,12:25,Grand Criterium de Bordeaux - Prix du Hong Kong Jockey Club  (2yo) (Turf),Listed,2yo,1m,Soft,2,3,4,Got Wind,15/1,2,8-10,,C Ferland,Julien Auge,,,87,10619.47,
9 Oct 2018,Bordeaux-Le-Bouscat,12:25,Grand Criterium de Bordeaux - Prix du Hong Kong Jockey Club  (2yo) (Turf),Listed,2yo,1m,Soft,3,8,5.75,Likala,7/5F,2,8-11,,J-C Rouget,Christophe Soumillon,,,84,7964.60,
9 Oct 2018,Bordeaux-Le-Bouscat,12:25,Grand Criterium de Bordeaux - Prix du Hong Kong Jockey Club  (2yo) (Turf),Listed,2yo,1m,Soft,4,2,6.25,Goldwings,10/1,2,8-10,,D Guillemin,Alexandre Gavilan,,,82,5309.73,
9 Oct 2018,Bordeaux-Le-Bouscat,12:25,Grand Criterium de Bordeaux - Prix du Hong Kong Jockey Club  (2yo) (Turf),Listed,2yo,1m,Soft,5,6,6.5,Azora,19/1,2,8-10,,J-C Rouget,Ioritz Mendizabal,,,82,2654.87,
9 Oct 2018,Bordeaux-Le-Bouscat,12:25,Grand Criterium de Bordeaux - Prix du Hong Kong Jockey Club  (2yo) (Turf),Listed,2yo,1m,Soft,6,4,8.5,Tulfarris,13/1,2,9-0,,E J O'Neill,Fabrice Veron,,,81,,
9 Oct 2018,Bordeaux-Le-Bouscat,12:25,Grand Criterium de Bordeaux - Prix du Hong Kong Jockey Club  (2yo) (Turf),Listed,2yo,1m,Soft,7,5,9,Fantastic Glory,32/5,2,8-11,,A De Watrigant,Olivier Peslier,,,77,,
9 Oct 2018,Bordeaux-Le-Bouscat,12:25,Grand Criterium de Bordeaux - Prix du Hong Kong Jockey Club  (2yo) (Turf),Listed,2yo,1m,Soft,8,1,14,Nouvelle Voie,11/1,2,8-10,,C Ferland,Gregory Benoist,,,65,,
26 May 2018,Bordeaux-Le-Bouscat,12:50,96th Grand Prix de Bordeaux  (4yo+) (Turf),Listed,4yo+,1m1.5f,Good To Soft,1,6,,Almorox,31/10,6,8-13,,C Ferland,Julien Auge,,,107,26548.67,
26 May 2018,Bordeaux-Le-Bouscat,12:50,96th Grand Prix de Bordeaux  (4yo+) (Turf),Listed,4yo+,1m1.5f,Good To Soft,2,8,1.5,Magnun Bareliere,45/1,6,8-13,p,Mlle C Courtade,Anthony Crastus,,,104,10619.47,
26 May 2018,Bordeaux-Le-Bouscat,12:50,96th Grand Prix de Bordeaux  (4yo+) (Turf),Listed,4yo+,1m1.5f,Good To Soft,3,7,5,Plumatic,14/5F,4,9-2,,A Fabre,Maxime Guyon,,,100,7964.60,Always close up - shaken up to join leader 2f out - soon led narrowly - ridden over 1f out - headed last 150yds - dropped away
26 May 2018,Bordeaux-Le-Bouscat,12:50,96th Grand Prix de Bordeaux  (4yo+) (Turf),Listed,4yo+,1m1.5f,Good To Soft,4,3,6.75,Star Victory,41/10,7,9-5,,J-L Dubord,Cristian Demuro,,,99,5309.73,
26 May 2018,Bordeaux-Le-Bouscat,12:50,96th Grand Prix de Bordeaux  (4yo+) (Turf),Listed,4yo+,1m1.5f,Good To Soft,5,1,8,Smart Whip,10/1,7,9-5,,C Lotoux,Eddy Hardouin,,,97,2654.87,
26 May 2018,Bordeaux-Le-Bouscat,12:50,96th Grand Prix de Bordeaux  (4yo+) (Turf),Listed,4yo+,1m1.5f,Good To Soft,6,2,11,Master Dan,17/1,7,8-13,p,S Dehez,Antoine Hamelin,,,84,,
26 May 2018,Bordeaux-Le-Bouscat,12:50,96th Grand Prix de Bordeaux  (4yo+) (Turf),Listed,4yo+,1m1.5f,Good To Soft,7,4,15.5,Golden Bridge,7/2,5,8-13,,C Gourdain,Ioritz Mendizabal,,,75,,
26 May 2018,Bordeaux-Le-Bouscat,12:50,96th Grand Prix de Bordeaux  (4yo+) (Turf),Listed,4yo+,1m1.5f,Good To Soft,8,5,21.5,Vilaro,9/1,5,9-2,,D Smaga,Gregory Benoist,,,66,,
26 May 2018,Bordeaux-Le-Bouscat,1:20,162th Derby du Midi  (3yo) (Turf),Listed,3yo,1m1.5f,Good To Soft,1,4,,Mr Satchmo,31/5,3,8-13,,A De Watrigant,Eddy Hardouin,,,104,24336.28,
26 May 2018,Bordeaux-Le-Bouscat,1:20,162th Derby du Midi  (3yo) (Turf),Listed,3yo,1m1.5f,Good To Soft,2,5,4,Baltic Baron,19/10F,3,8-13,,A Fabre,Pierre-Charles Boudot,,,96,9734.51,
26 May 2018,Bordeaux-Le-Bouscat,1:20,162th Derby du Midi  (3yo) (Turf),Listed,3yo,1m1.5f,Good To Soft,3,7,5.5,Sadarak,10/1,3,8-13,,J-C Rouget,Hugo Journiac,,,93,7300.89,
26 May 2018,Bordeaux-Le-Bouscat,1:20,162th Derby du Midi  (3yo) (Turf),Listed,3yo,1m1.5f,Good To Soft,4,6,9,Nobokhov,4/1,3,8-13,,J-C Rouget,Cristian Demuro,,,86,4867.26,
26 May 2018,Bordeaux-Le-Bouscat,1:20,162th Derby du Midi  (3yo) (Turf),Listed,3yo,1m1.5f,Good To Soft,5,9,17,Mister Jo,31/5,3,8-13,,J-C Rouget,Ioritz Mendizabal,,,69,2433.63,
26 May 2018,Bordeaux-Le-Bouscat,1:20,162th Derby du Midi  (3yo) (Turf),Listed,3yo,1m1.5f,Good To Soft,6,8,18.25,My Pleasure,17/2,3,8-13,,C Ferland,Julien Auge,,,67,,
26 May 2018,Bordeaux-Le-Bouscat,1:20,162th Derby du Midi  (3yo) (Turf),Listed,3yo,1m1.5f,Good To Soft,7,1,27.25,Cazaline,27/1,3,8-9,,M Delaplace,Mlle Adeline Merou,,,44,,
26 May 2018,Bordeaux-Le-Bouscat,1:20,162th Derby du Midi  (3yo) (Turf),Listed,3yo,1m1.5f,Good To Soft,8,2,27.5,Brick Is Back,9/1,3,8-9,,C Gourdain,Flavien Garnier,,,44,,
26 May 2018,Bordeaux-Le-Bouscat,1:20,162th Derby du Midi  (3yo) (Turf),Listed,3yo,1m1.5f,Good To Soft,9,3,34.5,Montgaroult,29/1,3,8-13,,B De Montzey,Antoine Hamelin,,,33,,
24 Feb 2018,Bordeaux-Le-Bouscat,1:20,Prix Joseph Biancone (Maiden) (3yo Colts & Geldings) (Turf),not found,3yo,1m,Heavy,1,9,,Nice Piorno,3/1,3,9-2,,B De Montzey,Roberto-Carlos Montenegro,,,,7964.60,
24 Feb 2018,Bordeaux-Le-Bouscat,1:20,Prix Joseph Biancone (Maiden) (3yo Colts & Geldings) (Turf),not found,3yo,1m,Heavy,2,2,nk,Mawrooth,6/4F,3,9-2,,J-C Rouget,Jean-Bernard Eyquem,,,,3185.84,Chased leading pair - driven to challenge 2f out - led under 1 1/2f from home - headed final 50yds - no extra
24 Feb 2018,Bordeaux-Le-Bouscat,1:20,Prix Joseph Biancone (Maiden) (3yo Colts & Geldings) (Turf),not found,3yo,1m,Heavy,3,1,3.75,Mambo Chop,15/2,3,9-2,,Jane Soubagne,Ioritz Mendizabal,,,,2389.38,
24 Feb 2018,Bordeaux-Le-Bouscat,1:20,Prix Joseph Biancone (Maiden) (3yo Colts & Geldings) (Turf),not found,3yo,1m,Heavy,4,5,4,Chocolat Day,19/5,3,9-2,,B De Montzey,Flavien Garnier,,,,1592.92,
24 Feb 2018,Bordeaux-Le-Bouscat,1:20,Prix Joseph Biancone (Maiden) (3yo Colts & Geldings) (Turf),not found,3yo,1m,Heavy,5,6,6,Moradero,61/1,3,8-2,,Mlle C Courtade,Mlle Clara Ghersi,,,,796.46,
